ENSG	Gene	Chr	Start	End	Source	Type
ENSG00000099956	SMARCB1	chr22	23786931	23838009	HGNC Symbol	protein_coding
ENSG00000101773	RBBP8	chr18	22798261	23026488	HGNC Symbol	protein_coding
ENSG00000125787	GNRH2	chr20	3043622	3045747	HGNC Symbol	protein_coding
ENSG00000125901	MRPS26	chr20	3046052	3048250	HGNC Symbol	protein_coding
ENSG00000101405	OXT	chr20	3071620	3072517	HGNC Symbol	protein_coding
ENSG00000101200	AVP	chr20	3082556	3084724	HGNC Symbol	protein_coding
ENSG00000263905	RN7SL555P	chr20	3094171	3094509	HGNC Symbol	misc_RNA
ENSG00000235958	UBOX5-AS1	chr20	3106913	3150867	HGNC Symbol	lncRNA
ENSG00000185019	UBOX5	chr20	3107573	3160196	HGNC Symbol	protein_coding
ENSG00000215251	FASTKD5	chr20	3146519	3159865	HGNC Symbol	protein_coding
ENSG00000088899	LZTS3	chr20	3162617	3173592	HGNC Symbol	protein_coding
ENSG00000099958	DERL3	chr22	23834503	23839128	HGNC Symbol	protein_coding
ENSG00000198171	DDRGK1	chr20	3190350	3204685	HGNC Symbol	protein_coding
ENSG00000265939	UBE2CP2	chr18	22900486	22900995	HGNC Symbol	processed_pseudogene
ENSG00000284331	MIR4741	chr18	22933349	22933438	HGNC Symbol	miRNA
ENSG00000242182	RN7SL745P	chr18	23004564	23004862	HGNC Symbol	misc_RNA
ENSG00000125877	ITPA	chr20	3208868	3223870	HGNC Symbol	protein_coding
ENSG00000134508	CABLES1	chr18	23134564	23260467	HGNC Symbol	protein_coding
ENSG00000133460	SLC2A11	chr22	23856703	23886309	HGNC Symbol	protein_coding
ENSG00000134490	TMEM241	chr18	23197144	23437961	HGNC Symbol	protein_coding
ENSG00000088836	SLC4A11	chr20	3227417	3239559	HGNC Symbol	protein_coding
ENSG00000088854	C20orf194	chr20	3249305	3407625	HGNC Symbol	protein_coding
ENSG00000101782	RIOK3	chr18	23453287	23486603	HGNC Symbol	protein_coding
ENSG00000201294	RNU6-1019P	chr20	3360036	3360142	HGNC Symbol	snRNA
ENSG00000226632	UBE2V1P1	chr20	3361880	3362324	HGNC Symbol	processed_pseudogene
ENSG00000088812	ATRN	chr20	3471018	3651118	HGNC Symbol	protein_coding
ENSG00000141452	RMC1	chr18	23503470	23531822	HGNC Symbol	protein_coding
ENSG00000230568	SF3A3P1	chr20	3489529	3491005	HGNC Symbol	processed_pseudogene
ENSG00000125861	GFRA4	chr20	3659248	3663399	HGNC Symbol	protein_coding
ENSG00000149451	ADAM33	chr20	3667965	3682246	HGNC Symbol	protein_coding
ENSG00000244425	RN7SL268P	chr22	23879493	23879790	HGNC Symbol	misc_RNA
ENSG00000240972	MIF	chr22	23894383	23895227	HGNC Symbol	protein_coding
ENSG00000218537	MIF-AS1	chr22	23894426	23898930	HGNC Symbol	lncRNA
ENSG00000133433	GSTT2B	chr22	23957414	23961195	HGNC Symbol	protein_coding
ENSG00000141458	NPC1	chr18	23506184	23586506	HGNC Symbol	protein_coding
ENSG00000099974	DDTL	chr22	23966888	23972556	HGNC Symbol	protein_coding
ENSG00000099977	DDT	chr22	23971365	23979828	HGNC Symbol	protein_coding
ENSG00000099984	GSTT2	chr22	23980058	23983915	HGNC Symbol	polymorphic_pseudogene
ENSG00000276950	GSTT4	chr22	23998401	24005453	HGNC Symbol	protein_coding
ENSG00000154065	ANKRD29	chr18	23598926	23662911	HGNC Symbol	protein_coding
ENSG00000088827	SIGLEC1	chr20	3686970	3707128	HGNC Symbol	protein_coding
ENSG00000099991	CABIN1	chr22	24011192	24178628	HGNC Symbol	protein_coding
ENSG00000267752	RPS10P27	chr18	23672253	23672748	HGNC Symbol	processed_pseudogene
ENSG00000132622	HSPA12B	chr20	3732685	3753111	HGNC Symbol	protein_coding
ENSG00000053747	LAMA3	chr18	23689453	23956222	HGNC Symbol	protein_coding
ENSG00000101220	C20orf27	chr20	3753508	3767781	HGNC Symbol	protein_coding
ENSG00000101222	SPEF1	chr20	3777504	3781448	HGNC Symbol	protein_coding
ENSG00000099994	SUSD2	chr22	24181487	24189106	HGNC Symbol	protein_coding
ENSG00000125817	CENPB	chr20	3783851	3786740	HGNC Symbol	protein_coding
ENSG00000099998	GGT5	chr22	24219654	24245142	HGNC Symbol	protein_coding
ENSG00000101224	CDC25B	chr20	3786772	3806121	HGNC Symbol	protein_coding
ENSG00000230712	GGTLC4P	chr22	24248074	24249466	HGNC Symbol	unprocessed_pseudogene
ENSG00000128262	POM121L9P	chr22	24251828	24265525	HGNC Symbol	transcribed_unprocessed_pseudogene
ENSG00000225098	BCRP1	chr22	24259929	24263764	HGNC Symbol	unprocessed_pseudogene
ENSG00000100014	SPECC1L	chr22	24270817	24417739	HGNC Symbol	protein_coding
ENSG00000275491	LINC01730	chr20	3808357	3812434	HGNC Symbol	lncRNA
ENSG00000125843	AP5S1	chr20	3820524	3828838	HGNC Symbol	protein_coding
ENSG00000088888	MAVS	chr20	3846799	3876123	HGNC Symbol	protein_coding
ENSG00000229539	PANK2-AS1	chr20	3888239	3888868	HGNC Symbol	lncRNA
ENSG00000258555	SPECC1L-ADORA2A	chr22	24270898	24442356	HGNC Symbol	protein_coding
ENSG00000125779	PANK2	chr20	3888839	3929882	HGNC Symbol	protein_coding
ENSG00000128271	ADORA2A	chr22	24417879	24442357	HGNC Symbol	protein_coding
ENSG00000199024	MIR103A2	chr20	3917494	3917571	HGNC Symbol	miRNA
ENSG00000283320	MIR103B2	chr20	3917502	3917563	HGNC Symbol	miRNA
ENSG00000178803	ADORA2A-AS1	chr22	24429206	24495074	HGNC Symbol	lncRNA
ENSG00000101236	RNF24	chr20	3927309	4015558	HGNC Symbol	protein_coding
ENSG00000100024	UPB1	chr22	24494107	24528390	HGNC Symbol	protein_coding
ENSG00000226608	FTLP3	chr20	4023917	4024444	HGNC Symbol	processed_pseudogene
ENSG00000215063	RPL21P2	chr20	4059633	4060113	HGNC Symbol	processed_pseudogene
ENSG00000088826	SMOX	chr20	4120980	4187747	HGNC Symbol	protein_coding
ENSG00000138867	GUCD1	chr22	24540423	24555935	HGNC Symbol	protein_coding
ENSG00000230176	LINC01433	chr20	4192932	4195953	HGNC Symbol	lncRNA
ENSG00000171873	ADRA1D	chr20	4220630	4249287	HGNC Symbol	protein_coding
ENSG00000226948	RPS4XP2	chr20	4627758	4685148	HGNC Symbol	transcribed_processed_pseudogene
ENSG00000171867	PRNP	chr20	4686350	4701590	HGNC Symbol	protein_coding
ENSG00000100028	SNRPD3	chr22	24555958	24582052	HGNC Symbol	protein_coding
ENSG00000171864	PRND	chr20	4721909	4728460	HGNC Symbol	protein_coding
ENSG00000180259	PRNT	chr20	4731279	4740668	HGNC Symbol	lncRNA
ENSG00000231071	IDI1P3	chr20	4735669	4736673	HGNC Symbol	processed_pseudogene
ENSG00000101265	RASSF2	chr20	4780023	4823608	HGNC Symbol	protein_coding
ENSG00000178026	LRRC75B	chr22	24585620	24593208	HGNC Symbol	protein_coding
ENSG00000089057	SLC23A2	chr20	4852356	5010293	HGNC Symbol	protein_coding
ENSG00000100031	GGT1	chr22	24594811	24629005	HGNC Symbol	protein_coding
ENSG00000267301	RPL23AP77	chr18	23709825	23710287	HGNC Symbol	processed_pseudogene
ENSG00000168234	TTC39C	chr18	23992773	24135610	HGNC Symbol	protein_coding
ENSG00000089063	TMEM230	chr20	5068232	5113103	HGNC Symbol	protein_coding
ENSG00000264745	TTC39C-AS1	chr18	23994213	24015339	HGNC Symbol	lncRNA
ENSG00000206863	RNU5A-6P	chr18	24124170	24124285	HGNC Symbol	snRNA
ENSG00000154040	CABYR	chr18	24138987	24161600	HGNC Symbol	protein_coding
ENSG00000212536	RNA5SP474	chr20	5098387	5098476	HGNC Symbol	rRNA_pseudogene
ENSG00000132646	PCNA	chr20	5114953	5126626	HGNC Symbol	protein_coding
ENSG00000101290	CDS2	chr20	5126879	5197887	HGNC Symbol	protein_coding
ENSG00000215481	BCRP3	chr22	24632915	24650012	HGNC Symbol	lncRNA
ENSG00000224124	POM121L10P	chr22	24657481	24658765	HGNC Symbol	processed_pseudogene
ENSG00000224806	ARL5AP4	chr22	24686168	24686679	HGNC Symbol	processed_pseudogene
ENSG00000182351	CRIP1P4	chr22	24712292	24712520	HGNC Symbol	processed_pseudogene
ENSG00000225022	UBE2D3P1	chr20	5292388	5292831	HGNC Symbol	processed_pseudogene
ENSG00000101292	PROKR2	chr20	5299218	5316954	HGNC Symbol	protein_coding
ENSG00000184571	PIWIL3	chr22	24719034	24774720	HGNC Symbol	protein_coding
ENSG00000200313	RNA5-8SP7	chr20	5346006	5346160	HGNC Symbol	rRNA_pseudogene
ENSG00000226995	LINC00658	chr20	5426892	5471094	HGNC Symbol	lncRNA
ENSG00000167037	SGSM1	chr22	24806169	24927578	HGNC Symbol	protein_coding
ENSG00000141447	OSBPL1A	chr18	24162045	24397880	HGNC Symbol	protein_coding
ENSG00000205181	LINC00654	chr20	5482736	5526709	HGNC Symbol	lncRNA
ENSG00000225640	LINC01729	chr20	5507875	5510002	HGNC Symbol	lncRNA
ENSG00000225831	RPS18P1	chr20	5532878	5533335	HGNC Symbol	processed_pseudogene
ENSG00000125772	GPCPD1	chr20	5544439	5611006	HGNC Symbol	protein_coding
ENSG00000206069	TMEM211	chr22	24934954	24946695	HGNC Symbol	protein_coding
ENSG00000233578	EIF4EP1	chr20	5548840	5549481	HGNC Symbol	processed_pseudogene
ENSG00000171984	SHLD1	chr20	5750393	5864395	HGNC Symbol	protein_coding
ENSG00000197077	KIAA1671	chr22	24952730	25197448	HGNC Symbol	protein_coding
ENSG00000202380	RNU1-55P	chr20	5890055	5890212	HGNC Symbol	snRNA
ENSG00000089199	CHGB	chr20	5911510	5925353	HGNC Symbol	protein_coding
ENSG00000215589	KANK1P1	chr20	5928085	5929318	HGNC Symbol	processed_pseudogene
ENSG00000089195	TRMT6	chr20	5937228	5950558	HGNC Symbol	protein_coding
ENSG00000203280	KIAA1671-AS1	chr22	25102433	25112692	HGNC Symbol	lncRNA
ENSG00000100053	CRYBB3	chr22	25199858	25207359	HGNC Symbol	protein_coding
ENSG00000199874	RNA5SP452	chr18	24170505	24170623	HGNC Symbol	rRNA_pseudogene
ENSG00000206766	RNU6-435P	chr18	24218300	24218404	HGNC Symbol	snRNA
ENSG00000212051	MIR320C2	chr18	24321686	24321735	HGNC Symbol	miRNA
ENSG00000125885	MCM8	chr20	5950652	5998977	HGNC Symbol	protein_coding
ENSG00000244752	CRYBB2	chr22	25212564	25231870	HGNC Symbol	protein_coding
ENSG00000154059	IMPACT	chr18	24426634	24453531	HGNC Symbol	protein_coding
ENSG00000206066	IGLL3P	chr22	25318256	25320080	HGNC Symbol	unprocessed_pseudogene
ENSG00000100068	LRP5L	chr22	25351418	25405377	HGNC Symbol	protein_coding
ENSG00000134489	HRH4	chr18	24460637	24479961	HGNC Symbol	protein_coding
ENSG00000266181	EIF4A3P1	chr18	24522273	24522919	HGNC Symbol	processed_pseudogene
ENSG00000271138	IGLVIVOR22-1	chr22	25437306	25437823	HGNC Symbol	IG_V_pseudogene
ENSG00000265485	LINC01915	chr18	24534551	24708542	HGNC Symbol	lncRNA
ENSG00000100058	CRYBB2P1	chr22	25448105	25520854	HGNC Symbol	transcribed_unprocessed_pseudogene
ENSG00000278719	MCM8-AS1	chr20	5990943	6005821	HGNC Symbol	lncRNA
ENSG00000263755	RN7SL498P	chr20	6001733	6002030	HGNC Symbol	misc_RNA
ENSG00000277872	MIR6817	chr22	25455646	25455711	HGNC Symbol	miRNA
ENSG00000266520	RAC1P1	chr18	24685772	24686351	HGNC Symbol	processed_pseudogene
ENSG00000088766	CRLS1	chr20	6006093	6040053	HGNC Symbol	protein_coding
ENSG00000266809	PPIAP57	chr18	24689914	24690161	HGNC Symbol	processed_pseudogene
ENSG00000100077	GRK3	chr22	25564675	25729294	HGNC Symbol	protein_coding
ENSG00000264345	LINC01894	chr18	24932771	24987919	HGNC Symbol	lncRNA
ENSG00000229248	WBP2P1	chr18	25016434	25017204	HGNC Symbol	processed_pseudogene
ENSG00000125872	LRRN4	chr20	6040546	6054060	HGNC Symbol	protein_coding
ENSG00000198795	ZNF521	chr18	25061924	25352190	HGNC Symbol	protein_coding
ENSG00000101311	FERMT1	chr20	6074845	6123030	HGNC Symbol	protein_coding
ENSG00000224003	YES1P1	chr22	25647261	25649232	HGNC Symbol	processed_pseudogene
ENSG00000222585	RNA5SP494	chr22	25715041	25715169	HGNC Symbol	rRNA_pseudogene
ENSG00000242216	RN7SL97P	chr18	25818234	25818532	HGNC Symbol	misc_RNA
ENSG00000133454	MYO18B	chr22	25742144	26031045	HGNC Symbol	protein_coding
ENSG00000233402	TARDBPP1	chr20	6200989	6202191	HGNC Symbol	processed_pseudogene
ENSG00000229876	CASC20	chr20	6446723	6528459	HGNC Symbol	lncRNA
ENSG00000228482	LINC01713	chr20	6731080	6736326	HGNC Symbol	lncRNA
ENSG00000125845	BMP2	chr20	6767686	6780246	HGNC Symbol	protein_coding
ENSG00000141380	SS18	chr18	26016253	26091217	HGNC Symbol	protein_coding
ENSG00000228888	LINC01428	chr20	7146467	7254202	HGNC Symbol	lncRNA
ENSG00000261249	LINC01751	chr20	7302056	7307432	HGNC Symbol	lncRNA
ENSG00000224711	LINC01706	chr20	7347451	7367933	HGNC Symbol	lncRNA
ENSG00000278159	MIR8062	chr20	7371608	7371692	HGNC Symbol	miRNA
ENSG00000240584	RN7SL547P	chr20	7633562	7633851	HGNC Symbol	misc_RNA
ENSG00000101323	HAO1	chr20	7882985	7940458	HGNC Symbol	protein_coding
ENSG00000125827	TMX4	chr20	7977346	8019805	HGNC Symbol	protein_coding
ENSG00000182621	PLCB1	chr20	8077251	8968360	HGNC Symbol	protein_coding
ENSG00000231933	MYO18B-AS1	chr22	25876854	25903247	HGNC Symbol	lncRNA
ENSG00000223056	RN7SKP169	chr22	25963983	25964273	HGNC Symbol	misc_RNA
ENSG00000236464	LINC02559	chr22	26161834	26164303	HGNC Symbol	lncRNA
ENSG00000100095	SEZ6L	chr22	26169462	26383597	HGNC Symbol	protein_coding
ENSG00000243925	RPS24P18	chr18	26098839	26099226	HGNC Symbol	processed_pseudogene
ENSG00000154611	PSMA8	chr18	26133852	26193355	HGNC Symbol	protein_coding
ENSG00000188985	DHFRP1	chr18	26170726	26171284	HGNC Symbol	processed_pseudogene
ENSG00000266227	NPM1P2	chr18	26204869	26205904	HGNC Symbol	processed_pseudogene
ENSG00000141384	TAF4B	chr18	26226445	26391685	HGNC Symbol	protein_coding
ENSG00000263829	SINHCAFP1	chr18	26255698	26256355	HGNC Symbol	processed_pseudogene
ENSG00000207160	RNU6-1289P	chr18	26366301	26366406	HGNC Symbol	snRNA
ENSG00000263862	LINC01543	chr18	26421139	26438041	HGNC Symbol	lncRNA
ENSG00000134504	KCTD1	chr18	26454910	26657401	HGNC Symbol	protein_coding
ENSG00000276221	MIR8057	chr18	26591467	26591535	HGNC Symbol	miRNA
ENSG00000263846	CIAPIN1P	chr18	26599408	26600338	HGNC Symbol	processed_pseudogene
ENSG00000260372	AQP4-AS1	chr18	26655737	27190698	HGNC Symbol	lncRNA
ENSG00000265369	PCAT18	chr18	26687621	26703638	HGNC Symbol	lncRNA
ENSG00000171885	AQP4	chr18	26852043	26865771	HGNC Symbol	protein_coding
ENSG00000226262	PHKBP1	chr20	8097824	8099774	HGNC Symbol	processed_pseudogene
ENSG00000225479	PLCB1-IT1	chr20	8248704	8256918	HGNC Symbol	lncRNA
ENSG00000201348	RNU105B	chr20	8831186	8831393	HGNC Symbol	snoRNA
ENSG00000224192	SEZ6L-AS1	chr22	26241331	26254092	HGNC Symbol	lncRNA
ENSG00000252267	RNA5SP495	chr22	26390667	26390776	HGNC Symbol	rRNA_pseudogene
ENSG00000128203	ASPHD2	chr22	26429260	26445015	HGNC Symbol	protein_coding
ENSG00000101333	PLCB4	chr20	9068763	9481242	HGNC Symbol	protein_coding
ENSG00000154080	CHST9	chr18	26906481	27185308	HGNC Symbol	protein_coding
ENSG00000100099	HPS4	chr22	26443423	26483837	HGNC Symbol	protein_coding
ENSG00000266549	ATP6V1E1P2	chr18	26952201	26952558	HGNC Symbol	processed_pseudogene
ENSG00000265374	LINC01908	chr18	27225742	27247188	HGNC Symbol	lncRNA
ENSG00000244329	UBA52P9	chr18	27355406	27355764	HGNC Symbol	processed_pseudogene
ENSG00000265097	RBM22P1	chr18	27418884	27420435	HGNC Symbol	processed_pseudogene
ENSG00000263405	PA2G4P3	chr18	27452514	27453657	HGNC Symbol	processed_pseudogene
ENSG00000170558	CDH2	chr18	27932879	28177946	HGNC Symbol	protein_coding
ENSG00000100104	SRRD	chr22	26483877	26494658	HGNC Symbol	protein_coding
ENSG00000266296	ARIH2P1	chr18	28651732	28653208	HGNC Symbol	processed_pseudogene
ENSG00000251719	RNU6-408P	chr18	29048620	29048719	HGNC Symbol	snRNA
ENSG00000283218	MIR302F	chr18	30298910	30298960	HGNC Symbol	miRNA
ENSG00000251702	RNU6-857P	chr18	30984106	30984215	HGNC Symbol	snRNA
ENSG00000100109	TFIP11	chr22	26491225	26512505	HGNC Symbol	protein_coding
ENSG00000134762	DSC3	chr18	30989365	31042815	HGNC Symbol	protein_coding
ENSG00000134755	DSC2	chr18	31058840	31102522	HGNC Symbol	protein_coding
ENSG00000225988	LAMP5-AS1	chr20	9505180	9514998	HGNC Symbol	lncRNA
ENSG00000125869	LAMP5	chr20	9514358	9530524	HGNC Symbol	protein_coding
ENSG00000101349	PAK5	chr20	9537370	9839076	HGNC Symbol	protein_coding
ENSG00000128294	TPST2	chr22	26521996	26596717	HGNC Symbol	protein_coding
ENSG00000243961	PARAL1	chr20	9986088	10007116	HGNC Symbol	lncRNA
ENSG00000132623	ANKEF1	chr20	9986126	10058303	HGNC Symbol	protein_coding
ENSG00000265888	DSCAS	chr18	31101583	31162789	HGNC Symbol	lncRNA
ENSG00000134765	DSC1	chr18	31129236	31162856	HGNC Symbol	protein_coding
ENSG00000221760	MIR548J	chr22	26555212	26555323	HGNC Symbol	miRNA
ENSG00000213707	HMGB1P10	chr22	26560526	26561088	HGNC Symbol	processed_pseudogene
ENSG00000100122	CRYBB1	chr22	26599278	26618027	HGNC Symbol	protein_coding
ENSG00000227906	SNAP25-AS1	chr20	10006381	10368776	HGNC Symbol	lncRNA
ENSG00000196431	CRYBA4	chr22	26621963	26630669	HGNC Symbol	protein_coding
ENSG00000134760	DSG1	chr18	31318160	31359246	HGNC Symbol	protein_coding
ENSG00000266729	DSG1-AS1	chr18	31343368	31426988	HGNC Symbol	lncRNA
ENSG00000207019	RNU6-167P	chr18	31345362	31345467	HGNC Symbol	snRNA
ENSG00000226912	ISCA2P1	chr22	26644889	26645336	HGNC Symbol	processed_pseudogene
ENSG00000175065	DSG4	chr18	31376777	31414912	HGNC Symbol	protein_coding
ENSG00000132639	SNAP25	chr20	10218830	10307418	HGNC Symbol	protein_coding
ENSG00000225783	MIAT	chr22	26646411	26676475	HGNC Symbol	lncRNA
ENSG00000237005	HIGD1AP15	chr20	10334419	10334698	HGNC Symbol	processed_pseudogene
ENSG00000214835	RPL23AP6	chr20	10349157	10349628	HGNC Symbol	processed_pseudogene
ENSG00000230750	SDAD1P2	chr20	10385779	10387806	HGNC Symbol	processed_pseudogene
ENSG00000125863	MKKS	chr20	10401009	10434222	HGNC Symbol	protein_coding
ENSG00000134757	DSG3	chr18	31447741	31478702	HGNC Symbol	protein_coding
ENSG00000149346	SLX4IP	chr20	10435305	10636829	HGNC Symbol	protein_coding
ENSG00000046604	DSG2	chr18	31498177	31549008	HGNC Symbol	protein_coding
ENSG00000101384	JAG1	chr20	10637684	10673999	HGNC Symbol	protein_coding
ENSG00000264859	DSG2-AS1	chr18	31542146	31556948	HGNC Symbol	lncRNA
ENSG00000118271	TTR	chr18	31557009	31598833	HGNC Symbol	protein_coding
ENSG00000244625	MIATNB	chr22	26672747	26780893	HGNC Symbol	lncRNA
ENSG00000118276	B4GALT6	chr18	31622247	31685836	HGNC Symbol	protein_coding
ENSG00000223704	LINC01422	chr22	26858634	26968763	HGNC Symbol	lncRNA
ENSG00000273745	MIR6870	chr20	10649636	10649695	HGNC Symbol	miRNA
ENSG00000224961	LINC01752	chr20	10696949	10754033	HGNC Symbol	lncRNA
ENSG00000200443	RNU6-1066P	chr22	27035887	27035991	HGNC Symbol	snRNA
ENSG00000200472	RN7SKP44	chr18	31718893	31719208	HGNC Symbol	misc_RNA
ENSG00000265158	LRRC37A7P	chr18	31724198	31726956	HGNC Symbol	transcribed_processed_pseudogene
ENSG00000141437	SLC25A52	chr18	31759584	31760880	HGNC Symbol	protein_coding
ENSG00000233521	LINC01638	chr22	27221349	27225134	HGNC Symbol	lncRNA
ENSG00000153339	TRAPPC8	chr18	31829197	31953136	HGNC Symbol	protein_coding
ENSG00000226741	LINC02554	chr22	27307777	27318501	HGNC Symbol	lncRNA
ENSG00000217809	FAT1P1	chr20	10888582	10889088	HGNC Symbol	processed_pseudogene
ENSG00000125899	LINC02871	chr20	10996293	11029455	HGNC Symbol	lncRNA
ENSG00000235544	RPS11P1	chr20	11345383	11345855	HGNC Symbol	processed_pseudogene
ENSG00000237256	PGAM3P	chr20	11621051	11621477	HGNC Symbol	processed_pseudogene
ENSG00000228422	LINC00687	chr20	11800463	11878429	HGNC Symbol	lncRNA
ENSG00000169184	MN1	chr22	27748277	27801756	HGNC Symbol	protein_coding
ENSG00000222281	RN7SKP111	chr20	11818821	11819091	HGNC Symbol	misc_RNA
ENSG00000180957	PITPNB	chr22	27851669	27920134	HGNC Symbol	protein_coding
ENSG00000132640	BTBD3	chr20	11890723	11926609	HGNC Symbol	protein_coding
ENSG00000222320	RNU6-1050P	chr18	31937533	31937639	HGNC Symbol	snRNA
ENSG00000265273	PGDP1	chr18	31962178	31963618	HGNC Symbol	processed_pseudogene
ENSG00000101695	RNF125	chr18	32018825	32073219	HGNC Symbol	protein_coding
ENSG00000235698	PA2G4P2	chr20	12380056	12381255	HGNC Symbol	processed_pseudogene
ENSG00000233048	LINC01722	chr20	12865202	12952519	HGNC Symbol	lncRNA
ENSG00000234265	LINC01723	chr20	12950288	13008417	HGNC Symbol	lncRNA
ENSG00000134758	RNF138	chr18	32091874	32131561	HGNC Symbol	protein_coding
ENSG00000172296	SPTLC3	chr20	13008972	13169103	HGNC Symbol	protein_coding
ENSG00000101230	ISM1	chr20	13221274	13300651	HGNC Symbol	protein_coding
ENSG00000226263	ISM1-AS1	chr20	13237801	13239674	HGNC Symbol	lncRNA
ENSG00000235954	TTC28-AS1	chr22	27919376	28008581	HGNC Symbol	lncRNA
ENSG00000141441	GAREM1	chr18	32124877	32470882	HGNC Symbol	protein_coding
ENSG00000089123	TASP1	chr20	13389392	13638932	HGNC Symbol	protein_coding
ENSG00000199373	RNA5SP453	chr18	32176050	32176168	HGNC Symbol	rRNA_pseudogene
ENSG00000236811	GAPDHP2	chr20	13392677	13393674	HGNC Symbol	processed_pseudogene
ENSG00000141434	MEP1B	chr18	32185069	32220404	HGNC Symbol	protein_coding
ENSG00000089048	ESF1	chr20	13714322	13784886	HGNC Symbol	protein_coding
ENSG00000264073	MIR3199-1	chr22	27920525	27920612	HGNC Symbol	miRNA
ENSG00000283225	MIR3199-2	chr22	27920526	27920611	HGNC Symbol	miRNA
ENSG00000101247	NDUFAF5	chr20	13785007	13821580	HGNC Symbol	protein_coding
ENSG00000265279	CLUHP6	chr18	32196026	32196966	HGNC Symbol	processed_pseudogene
ENSG00000215492	HNRNPA1P7	chr18	32412214	32413176	HGNC Symbol	processed_pseudogene
ENSG00000100154	TTC28	chr22	27978014	28679865	HGNC Symbol	protein_coding
ENSG00000260389	WBP11P1	chr18	32511663	32514634	HGNC Symbol	transcribed_processed_pseudogene
ENSG00000197705	KLHL14	chr18	32672673	32773023	HGNC Symbol	protein_coding
ENSG00000239249	RN7SL757P	chr22	28056153	28056453	HGNC Symbol	misc_RNA
ENSG00000276162	MIR5739	chr22	28459869	28459948	HGNC Symbol	miRNA
ENSG00000266503	RN7SL162P	chr22	28642979	28643270	HGNC Symbol	misc_RNA
ENSG00000101251	SEL1L2	chr20	13849247	13996443	HGNC Symbol	protein_coding
ENSG00000166960	CCDC178	chr18	32937402	33441101	HGNC Symbol	protein_coding
ENSG00000212247	RNU6-278P	chr20	13973316	13973424	HGNC Symbol	snRNA
ENSG00000183765	CHEK2	chr22	28687743	28742422	HGNC Symbol	protein_coding
ENSG00000172264	MACROD2	chr20	13995369	16053197	HGNC Symbol	protein_coding
ENSG00000230935	RPS3P1	chr20	14003508	14003699	HGNC Symbol	processed_pseudogene
ENSG00000234187	AIMP1P1	chr20	14127400	14128336	HGNC Symbol	processed_pseudogene
ENSG00000239923	RN7SL864P	chr20	14223041	14223325	HGNC Symbol	misc_RNA
ENSG00000125848	FLRT3	chr20	14322985	14337614	HGNC Symbol	protein_coding
ENSG00000199570	RNU6-228P	chr20	14352320	14352425	HGNC Symbol	snRNA
ENSG00000227563	RNF11P2	chr20	14547184	14547623	HGNC Symbol	processed_pseudogene
ENSG00000227927	MACROD2-IT1	chr20	14554384	14636524	HGNC Symbol	lncRNA
ENSG00000213950	RPS10P2	chr20	14757563	14758056	HGNC Symbol	processed_pseudogene
ENSG00000235914	MACROD2-AS1	chr20	14884250	14929528	HGNC Symbol	lncRNA
ENSG00000199803	RNU6-1159P	chr20	15021553	15021659	HGNC Symbol	snRNA
ENSG00000201180	RNU6-115P	chr20	15022852	15022958	HGNC Symbol	snRNA
ENSG00000222500	RNA5SP475	chr20	15280764	15280873	HGNC Symbol	rRNA_pseudogene
ENSG00000224274	ENSAP1	chr20	15619494	15619819	HGNC Symbol	processed_pseudogene
ENSG00000225622	PPIAP17	chr20	16223750	16224535	HGNC Symbol	processed_pseudogene
ENSG00000089177	KIF16B	chr20	16272104	16573448	HGNC Symbol	protein_coding
ENSG00000141431	ASXL3	chr18	33578219	33751195	HGNC Symbol	protein_coding
ENSG00000226229	RPLP0P1	chr20	16586333	16586693	HGNC Symbol	processed_pseudogene
ENSG00000125870	SNRPB2	chr20	16729961	16742564	HGNC Symbol	protein_coding
ENSG00000125879	OTOR	chr20	16748358	16770062	HGNC Symbol	protein_coding
ENSG00000251955	RNU6-27P	chr20	17187510	17187616	HGNC Symbol	snRNA
ENSG00000238833	RNU1-131P	chr20	17209060	17209220	HGNC Symbol	snRNA
ENSG00000125851	PCSK2	chr20	17226107	17484578	HGNC Symbol	protein_coding
ENSG00000101746	NOL4	chr18	33851100	34224952	HGNC Symbol	protein_coding
ENSG00000232241	DYNLT3P1	chr20	17479085	17479431	HGNC Symbol	processed_pseudogene
ENSG00000125864	BFSP1	chr20	17493905	17569220	HGNC Symbol	protein_coding
ENSG00000232333	RPS27AP2	chr20	17516843	17517307	HGNC Symbol	processed_pseudogene
ENSG00000125868	DSTN	chr20	17570075	17609919	HGNC Symbol	protein_coding
ENSG00000202260	RN7SKP69	chr20	17576206	17576510	HGNC Symbol	misc_RNA
ENSG00000125844	RRBP1	chr20	17613678	17682295	HGNC Symbol	protein_coding
ENSG00000134769	DTNA	chr18	34493290	34891844	HGNC Symbol	protein_coding
ENSG00000100209	HSCB	chr22	28742039	28757515	HGNC Symbol	protein_coding
ENSG00000159873	CCDC117	chr22	28772674	28789301	HGNC Symbol	protein_coding
ENSG00000125888	BANF2	chr20	17693672	17735871	HGNC Symbol	protein_coding
ENSG00000100219	XBP1	chr22	28794555	28800597	HGNC Symbol	protein_coding
ENSG00000212555	RNU6-192P	chr20	17903762	17903861	HGNC Symbol	snRNA
ENSG00000089006	SNX5	chr20	17941597	17968980	HGNC Symbol	protein_coding
