ENSG	Gene	Chr	Start	End	Source	Type
ENSG00000117400	MPL	chr1	43803478	43818443	HGNC Symbol	protein_coding
ENSG00000202609	MIR488	chr1	176998499	176998581	HGNC Symbol	miRNA
ENSG00000238603	RNVU1-1	chr1	143647014	143647177	HGNC Symbol	snRNA
ENSG00000224333	GAPDHP20	chr1	32867710	32868716	HGNC Symbol	pseudogene
ENSG00000229228	LINC00582	chr1	231727038	231747836	HGNC Symbol	antisense
ENSG00000222986	RNU5A-5P	chr1	231806381	231806496	HGNC Symbol	snRNA
ENSG00000226758	DISC1-IT1	chr1	232061580	232080979	HGNC Symbol	sense_intronic
ENSG00000252135	RNVU1-2	chr1	143670468	143670602	HGNC Symbol	snRNA
ENSG00000238825	RNU1-13P	chr1	143673129	143673290	HGNC Symbol	snRNA
ENSG00000242794	RN7SL299P	chr1	232358612	232358891	HGNC Symbol	misc_RNA
ENSG00000238382	RNU6-1211P	chr1	232835950	232836054	HGNC Symbol	snRNA
ENSG00000229259	LRRC37A12P	chr1	32888815	32892390	HGNC Symbol	pseudogene
ENSG00000267272	LINC01140	chr1	87595448	87634881	HGNC Symbol	lincRNA
ENSG00000206835	RNU1-74P	chr1	232967763	232967933	HGNC Symbol	snRNA
ENSG00000187147	RNF220	chr1	44870866	45117396	HGNC Symbol	protein_coding
ENSG00000263529	RN7SL122P	chr1	32923436	32923733	HGNC Symbol	misc_RNA
ENSG00000159596	TMEM69	chr1	46152886	46160115	HGNC Symbol	protein_coding
ENSG00000231940	RPS7P3	chr1	233424614	233425193	HGNC Symbol	pseudogene
ENSG00000252501	RNU4-77P	chr1	233584372	233584527	HGNC Symbol	snRNA
ENSG00000265744	MIR4427	chr1	233759898	233759965	HGNC Symbol	miRNA
ENSG00000206694	RNVU1-3	chr1	143687359	143687519	HGNC Symbol	snRNA
ENSG00000236101	RAC1P7	chr1	234162597	234162973	HGNC Symbol	pseudogene
ENSG00000196369	SRGAP2B	chr1	143913615	144094424	HGNC Symbol	pseudogene
ENSG00000199318	RNA5SP52	chr1	87918923	87919056	HGNC Symbol	rRNA
ENSG00000264377	MIR4671	chr1	234442213	234442285	HGNC Symbol	miRNA
ENSG00000197429	IPP	chr1	46159996	46216322	HGNC Symbol	protein_coding
ENSG00000239504	RN7SL583P	chr1	88943514	88943797	HGNC Symbol	misc_RNA
ENSG00000266239	MIR3605	chr1	33797994	33798093	HGNC Symbol	miRNA
ENSG00000222112	RN7SKP16	chr1	33802167	33802465	HGNC Symbol	misc_RNA
ENSG00000234512	TLR12P	chr1	33931850	33934555	HGNC Symbol	pseudogene
ENSG00000237959	RPL36AP10	chr1	89043563	89043884	HGNC Symbol	pseudogene
ENSG00000207234	RNU6-125P	chr1	89282462	89282568	HGNC Symbol	snRNA
ENSG00000235398	LINC00623	chr1	144275918	144341756	HGNC Symbol	lincRNA
ENSG00000227000	HSPD1P14	chr1	34304124	34305741	HGNC Symbol	pseudogene
ENSG00000241975	TCEB1P19	chr1	89294785	89295102	HGNC Symbol	pseudogene
ENSG00000234518	PTGES3P1	chr1	89569968	89570450	HGNC Symbol	pseudogene
ENSG00000084070	SMAP2	chr1	40810522	40888998	HGNC Symbol	protein_coding
ENSG00000224939	LINC00184	chr1	234765057	234770526	HGNC Symbol	lincRNA
ENSG00000117399	CDC20	chr1	43824626	43828874	HGNC Symbol	protein_coding
ENSG00000143839	REN	chr1	204123944	204135465	HGNC Symbol	protein_coding
ENSG00000227630	LINC01132	chr1	234859789	234867390	HGNC Symbol	lincRNA
ENSG00000201638	RNY4P16	chr1	234973720	234973820	HGNC Symbol	misc_RNA
ENSG00000239690	RN7SL668P	chr1	235039933	235040233	HGNC Symbol	misc_RNA
ENSG00000201148	RNA5SP42	chr1	34578550	34578664	HGNC Symbol	rRNA
ENSG00000215874	CAPNS1P1	chr1	89859592	89860224	HGNC Symbol	pseudogene
ENSG00000207106	RNVU1-4	chr1	144311213	144311376	HGNC Symbol	snRNA
ENSG00000207941	MIR552	chr1	35135200	35135295	HGNC Symbol	miRNA
ENSG00000225492	GBP1P1	chr1	89873238	89891802	HGNC Symbol	pseudogene
ENSG00000224687	RASAL2-AS1	chr1	178060643	178063119	HGNC Symbol	lincRNA
ENSG00000207181	SNORA14B	chr1	235291118	235291252	HGNC Symbol	snoRNA
ENSG00000232686	ARID4B-IT1	chr1	235333435	235334206	HGNC Symbol	sense_intronic
ENSG00000263439	MIR4753	chr1	235353349	235353431	HGNC Symbol	miRNA
ENSG00000236863	RPL23AP23	chr1	235459180	235459650	HGNC Symbol	pseudogene
ENSG00000188585	LINC00083	chr1	178465031	178468769	HGNC Symbol	processed_transcript
ENSG00000201347	RNA5SP69	chr1	178530048	178530164	HGNC Symbol	rRNA
ENSG00000266417	MIR4424	chr1	178646884	178646969	HGNC Symbol	miRNA
ENSG00000228348	EFCAB14P1	chr1	35587623	35588085	HGNC Symbol	pseudogene
ENSG00000263591	RN7SL136P	chr1	35729823	35730083	HGNC Symbol	misc_RNA
ENSG00000228196	PTPN2P1	chr1	178715818	178716889	HGNC Symbol	pseudogene
ENSG00000240374	RN7SL503P	chr1	35757801	35758099	HGNC Symbol	misc_RNA
ENSG00000243533	TBCE-AS1	chr1	235582830	235590298	HGNC Symbol	antisense
ENSG00000229994	RPL5P4	chr1	35816323	35817208	HGNC Symbol	pseudogene
ENSG00000229795	RPS21P1	chr1	235596300	235596546	HGNC Symbol	pseudogene
ENSG00000227409	ZMYM4-AS1	chr1	35824423	35831678	HGNC Symbol	antisense
ENSG00000235638	MTND6P14	chr1	235700820	235701341	HGNC Symbol	pseudogene
ENSG00000202129	RNY5P1	chr1	35893417	35893494	HGNC Symbol	misc_RNA
ENSG00000231199	MTND5P19	chr1	235701352	235703145	HGNC Symbol	pseudogene
ENSG00000231905	SETP10	chr1	179152869	179153682	HGNC Symbol	pseudogene
ENSG00000226663	MTND4P10	chr1	235703353	235704715	HGNC Symbol	pseudogene
ENSG00000086015	MAST2	chr1	46252659	46501796	HGNC Symbol	protein_coding
ENSG00000231564	EIF4A1P11	chr1	179170840	179171061	HGNC Symbol	pseudogene
ENSG00000206828	RNVU1-5	chr1	144491442	144491605	HGNC Symbol	snRNA
ENSG00000232714	MTND3P8	chr1	235705059	235705397	HGNC Symbol	pseudogene
ENSG00000201699	RNU1-59P	chr1	144534038	144534199	HGNC Symbol	snRNA
ENSG00000170498	KISS1	chr1	204159469	204165614	HGNC Symbol	protein_coding
ENSG00000223794	COX5BP8	chr1	179224868	179225216	HGNC Symbol	pseudogene
ENSG00000239859	RN7SL281P	chr1	36171626	36171875	HGNC Symbol	misc_RNA
ENSG00000263633	RN7SL374P	chr1	179333448	179333743	HGNC Symbol	misc_RNA
ENSG00000224620	MEF2AP1	chr1	179416713	179417575	HGNC Symbol	pseudogene
ENSG00000236539	HNRNPA1P54	chr1	179416737	179426450	HGNC Symbol	pseudogene
ENSG00000251875	RNU5F-2P	chr1	179545403	179545484	HGNC Symbol	snRNA
ENSG00000174567	GOLT1A	chr1	204167288	204183220	HGNC Symbol	protein_coding
ENSG00000252797	RN7SKP272	chr1	90453272	90453503	HGNC Symbol	misc_RNA
ENSG00000228175	GEMIN8P4	chr1	90459152	90459880	HGNC Symbol	pseudogene
ENSG00000235674	LDHAP2	chr1	235901305	235902289	HGNC Symbol	pseudogene
ENSG00000212459	RNU6-695P	chr1	90719014	90719117	HGNC Symbol	snRNA
ENSG00000229463	LYST-AS1	chr1	236002783	236003482	HGNC Symbol	antisense
ENSG00000264592	RN7SL131P	chr1	36657516	36657769	HGNC Symbol	misc_RNA
ENSG00000231849	UBE2V2P4	chr1	36707499	36707757	HGNC Symbol	pseudogene
ENSG00000222831	MIR1537	chr1	236016300	236016360	HGNC Symbol	miRNA
ENSG00000252056	RNU5E-2P	chr1	236026688	236026737	HGNC Symbol	snRNA
ENSG00000222821	RNU4-27P	chr1	36868322	36868460	HGNC Symbol	snRNA
ENSG00000206803	RNU6-968P	chr1	236078715	236078821	HGNC Symbol	snRNA
ENSG00000230214	FTLP18	chr1	37095936	37096458	HGNC Symbol	pseudogene
ENSG00000163113	OTUD7B	chr1	149909705	149982625	HGNC Symbol	protein_coding
ENSG00000264698	MIR4255	chr1	37627164	37627235	HGNC Symbol	miRNA
ENSG00000207328	RNU6-636P	chr1	37669211	37669317	HGNC Symbol	snRNA
ENSG00000264916	RN7SL230P	chr1	179869397	179869697	HGNC Symbol	misc_RNA
ENSG00000252368	RNA5SP43	chr1	37730278	37730387	HGNC Symbol	rRNA
ENSG00000230451	RPS29P6	chr1	37796453	37796597	HGNC Symbol	pseudogene
ENSG00000222650	RNU2-70P	chr1	236431080	236431258	HGNC Symbol	snRNA
ENSG00000143850	PLEKHA6	chr1	204187979	204346793	HGNC Symbol	protein_coding
ENSG00000066322	ELOVL1	chr1	43829068	43833696	HGNC Symbol	protein_coding
ENSG00000232882	PHKA1P1	chr1	91358549	91359169	HGNC Symbol	pseudogene
ENSG00000233621	LINC01137	chr1	37920480	37940012	HGNC Symbol	antisense
ENSG00000232393	RPL5P6	chr1	91489476	91490361	HGNC Symbol	pseudogene
ENSG00000263675	MIR5581	chr1	37966536	37966595	HGNC Symbol	miRNA
ENSG00000244457	ENO1P1	chr1	236646465	236647768	HGNC Symbol	pseudogene
ENSG00000232273	FTH1P1	chr1	38010364	38010895	HGNC Symbol	pseudogene
ENSG00000215873	FEN1P1	chr1	91793926	91795070	HGNC Symbol	pseudogene
ENSG00000223776	LGALS8-AS1	chr1	236686369	236687808	HGNC Symbol	antisense
ENSG00000235060	VDAC1P4	chr1	180403935	180405071	HGNC Symbol	pseudogene
ENSG00000237991	RPL35P1	chr1	237144637	237145008	HGNC Symbol	pseudogene
ENSG00000265435	MIR3121	chr1	180407449	180407525	HGNC Symbol	miRNA
ENSG00000214141	ACTN4P2	chr1	38242342	38245090	HGNC Symbol	pseudogene
ENSG00000203914	HSP90B3P	chr1	92100568	92109639	HGNC Symbol	pseudogene
ENSG00000236719	OVAAL	chr1	180528112	180535654	HGNC Symbol	lincRNA
ENSG00000252396	RN7SKP195	chr1	237284107	237284409	HGNC Symbol	misc_RNA
ENSG00000266262	MIR4428	chr1	237634419	237634491	HGNC Symbol	miRNA
ENSG00000239794	RN7SL653P	chr1	92295333	92295631	HGNC Symbol	misc_RNA
ENSG00000203843	PFN1P2	chr1	144612266	144612683	HGNC Symbol	pseudogene
ENSG00000266532	RN7SL235P	chr1	92404826	92405131	HGNC Symbol	misc_RNA
ENSG00000233228	LPCAT2BP	chr1	92531863	92533396	HGNC Symbol	pseudogene
ENSG00000230667	SETSIP	chr1	92540090	92540968	HGNC Symbol	pseudogene
ENSG00000224678	GAPDHP46	chr1	92580360	92581353	HGNC Symbol	pseudogene
ENSG00000225723	MTND6P15	chr1	238112514	238113034	HGNC Symbol	pseudogene
ENSG00000222282	RNU6-584P	chr1	38350695	38350789	HGNC Symbol	snRNA
ENSG00000212541	RNU6-510P	chr1	38457134	38457241	HGNC Symbol	snRNA
ENSG00000222788	RNU2-38P	chr1	144944672	144944750	HGNC Symbol	snRNA
ENSG00000227860	MTND5P18	chr1	238113036	238114836	HGNC Symbol	pseudogene
ENSG00000233401	PRKAR1AP	chr1	92590858	92592019	HGNC Symbol	pseudogene
ENSG00000252656	RN7SKP88	chr1	145044651	145044900	HGNC Symbol	misc_RNA
ENSG00000223380	SEC22B	chr1	145096220	145116922	HGNC Symbol	processed_transcript
ENSG00000230019	YWHAQP9	chr1	238271036	238271867	HGNC Symbol	pseudogene
ENSG00000265596	MIR3659	chr1	38554903	38555001	HGNC Symbol	miRNA
ENSG00000252371	RNU6-725P	chr1	238488987	238489088	HGNC Symbol	snRNA
ENSG00000233125	ACTBP12	chr1	92694138	92694992	HGNC Symbol	pseudogene
ENSG00000215808	LINC01139	chr1	238643684	238649323	HGNC Symbol	lincRNA
ENSG00000177144	NUDT4P1	chr1	145139025	145139569	HGNC Symbol	pseudogene
ENSG00000200796	RNU6-753P	chr1	38862331	38862437	HGNC Symbol	snRNA
ENSG00000215149	KRT18P32	chr1	238654658	238655944	HGNC Symbol	pseudogene
ENSG00000224783	MIPEPP2	chr1	238940349	238942500	HGNC Symbol	pseudogene
ENSG00000201789	RNU6-1071P	chr1	145149740	145149840	HGNC Symbol	snRNA
ENSG00000242764	RN7SL824P	chr1	92867948	92868242	HGNC Symbol	misc_RNA
ENSG00000252977	RNA5SP70	chr1	181740702	181740780	HGNC Symbol	rRNA
ENSG00000229992	HMGB3P9	chr1	93112605	93113187	HGNC Symbol	pseudogene
ENSG00000222397	RN7SKP229	chr1	181808608	181808909	HGNC Symbol	misc_RNA
ENSG00000233355	CHRM3-AS2	chr1	239866684	239893765	HGNC Symbol	processed_transcript
ENSG00000201317	RNU4-59P	chr1	93166376	93166491	HGNC Symbol	snRNA
ENSG00000199963	RNU6-605P	chr1	39392542	39392649	HGNC Symbol	snRNA
ENSG00000223896	CCNJP2	chr1	93221351	93222513	HGNC Symbol	pseudogene
ENSG00000206680	SNORD21	chr1	93302846	93302940	HGNC Symbol	snoRNA
ENSG00000234601	CHRM3-AS1	chr1	240061316	240063172	HGNC Symbol	antisense
ENSG00000207523	SNORA66	chr1	93306276	93306408	HGNC Symbol	snoRNA
ENSG00000158615	PPP1R15B	chr1	204372515	204380919	HGNC Symbol	protein_coding
ENSG00000206654	RNU6-608P	chr1	39586612	39586715	HGNC Symbol	snRNA
ENSG00000201558	RNVU1-6	chr1	145382757	145382920	HGNC Symbol	snRNA
ENSG00000222378	RNA5SP44	chr1	39619836	39619968	HGNC Symbol	rRNA
ENSG00000217327	RPS7P5	chr1	240175946	240176526	HGNC Symbol	pseudogene
ENSG00000252121	RNU6-970P	chr1	93435161	93435267	HGNC Symbol	snRNA
ENSG00000217897	HSPE1P8	chr1	39769966	39770570	HGNC Symbol	pseudogene
ENSG00000239710	RN7SL692P	chr1	93440386	93440680	HGNC Symbol	misc_RNA
ENSG00000252752	RNU6-210P	chr1	93475814	93475908	HGNC Symbol	snRNA
ENSG00000222664	RN7SKP123	chr1	93491809	93492099	HGNC Symbol	misc_RNA
ENSG00000237624	OXCT2P1	chr1	39980628	39982162	HGNC Symbol	pseudogene
ENSG00000206764	RNU6-152P	chr1	182296203	182296309	HGNC Symbol	snRNA
ENSG00000223694	ADH5P3	chr1	240333455	240334591	HGNC Symbol	pseudogene
ENSG00000203729	LINC00272	chr1	182376756	182383950	HGNC Symbol	lincRNA
ENSG00000187801	ZFP69B	chr1	40915774	40929390	HGNC Symbol	protein_coding
ENSG00000233537	TEDDM1P1	chr1	182410712	182411497	HGNC Symbol	pseudogene
ENSG00000211451	GNRHR2	chr1	145509752	145516076	HGNC Symbol	pseudogene
ENSG00000243970	PPIEL	chr1	39997510	40024379	HGNC Symbol	pseudogene
ENSG00000224040	HMGN1P4	chr1	182911250	182911539	HGNC Symbol	pseudogene
ENSG00000199837	RNA5SP71	chr1	182913500	182913625	HGNC Symbol	rRNA
ENSG00000251750	RNU5F-8P	chr1	240816667	240816777	HGNC Symbol	snRNA
ENSG00000176855	KRT18P28	chr1	182928209	182929540	HGNC Symbol	pseudogene
ENSG00000215860	PDZK1P1	chr1	145924388	145942619	HGNC Symbol	pseudogene
ENSG00000133056	PIK3C2B	chr1	204391756	204463852	HGNC Symbol	protein_coding
ENSG00000207472	RNU6-41P	chr1	182951347	182951453	HGNC Symbol	snRNA
ENSG00000201457	SNORA55	chr1	40033046	40033180	HGNC Symbol	snoRNA
ENSG00000232860	SMG7-AS1	chr1	183430009	183440881	HGNC Symbol	processed_transcript
ENSG00000252413	RNU7-121P	chr1	40189238	40189299	HGNC Symbol	snRNA
ENSG00000223963	PRKRIRP8	chr1	240932720	240934834	HGNC Symbol	pseudogene
ENSG00000215802	RFKP1	chr1	240986306	240986733	HGNC Symbol	pseudogene
ENSG00000233615	HNRNPA1P42	chr1	241082953	241083909	HGNC Symbol	pseudogene
ENSG00000187815	ZFP69	chr1	40942887	40962015	HGNC Symbol	protein_coding
ENSG00000207508	RNU6-1237P	chr1	40643515	40643621	HGNC Symbol	snRNA
ENSG00000265831	MIR3123	chr1	241295572	241295646	HGNC Symbol	miRNA
ENSG00000201105	RNU1-137P	chr1	145944938	145945104	HGNC Symbol	snRNA
ENSG00000244568	RN7SL654P	chr1	184304792	184305081	HGNC Symbol	misc_RNA
ENSG00000207418	RNVU1-7	chr1	145969270	145969433	HGNC Symbol	snRNA
ENSG00000227216	PFN1P5	chr1	146059926	146060343	HGNC Symbol	pseudogene
ENSG00000252222	RNU7-13P	chr1	184790562	184790623	HGNC Symbol	snRNA
ENSG00000198658	ABHD17AP2	chr1	146076838	146080009	HGNC Symbol	pseudogene
ENSG00000201312	RNA5SP72	chr1	184984083	184984199	HGNC Symbol	rRNA
ENSG00000232792	FTH1P25	chr1	185040699	185041167	HGNC Symbol	pseudogene
ENSG00000196289	BECN1P1	chr1	242121039	242122364	HGNC Symbol	pseudogene
ENSG00000213026	CFL1P4	chr1	242156487	242156984	HGNC Symbol	pseudogene
ENSG00000233910	GTF2F2P2	chr1	41059305	41060025	HGNC Symbol	pseudogene
ENSG00000159479	MED8	chr1	43849588	43855479	HGNC Symbol	protein_coding
ENSG00000223119	RNU6-1139P	chr1	242187251	242187356	HGNC Symbol	snRNA
ENSG00000213051	RPL5P5	chr1	185195940	185196832	HGNC Symbol	pseudogene
ENSG00000224625	TUBB8P6	chr1	242220387	242223544	HGNC Symbol	pseudogene
ENSG00000272145	NFYC-AS1	chr1	41156052	41157738	HGNC Symbol	antisense
ENSG00000212601	RNA5SP53	chr1	93953890	93954009	HGNC Symbol	rRNA
ENSG00000198974	MIR30E	chr1	41220027	41220118	HGNC Symbol	miRNA
ENSG00000207962	MIR30C1	chr1	41222956	41223044	HGNC Symbol	miRNA
ENSG00000164002	EXO5	chr1	40974413	40982228	HGNC Symbol	protein_coding
ENSG00000264582	RN7SL326P	chr1	41270518	41270811	HGNC Symbol	misc_RNA
ENSG00000117461	PIK3R3	chr1	46505812	46642160	HGNC Symbol	protein_coding
ENSG00000222120	RNA5SP81	chr1	242297574	242297683	HGNC Symbol	rRNA
ENSG00000238765	RNA5SP57	chr1	146124161	146124283	HGNC Symbol	rRNA
ENSG00000252084	RN7SKP12	chr1	242351949	242352091	HGNC Symbol	misc_RNA
ENSG00000211575	MIR760	chr1	94312388	94312467	HGNC Symbol	miRNA
ENSG00000126106	TMEM53	chr1	45100910	45140227	HGNC Symbol	protein_coding
ENSG00000233118	UBE2V1P8	chr1	41407923	41408187	HGNC Symbol	pseudogene
ENSG00000223490	CHCHD2P5	chr1	94386824	94387223	HGNC Symbol	pseudogene
ENSG00000234099	MTND4P11	chr1	94388130	94389501	HGNC Symbol	pseudogene
ENSG00000215800	RSL24D1P4	chr1	242935922	242936405	HGNC Symbol	pseudogene
ENSG00000252407	RNU7-183P	chr1	185403376	185403437	HGNC Symbol	snRNA
ENSG00000252563	RNA5SP45	chr1	41932608	41932699	HGNC Symbol	rRNA
ENSG00000202025	RNU6-1240P	chr1	186280957	186281060	HGNC Symbol	snRNA
ENSG00000264963	RN7SL440P	chr1	94616294	94616610	HGNC Symbol	misc_RNA
ENSG00000227538	HNRNPFP1	chr1	42506268	42507400	HGNC Symbol	pseudogene
ENSG00000178596	GAPDHP29	chr1	94767594	94768578	HGNC Symbol	pseudogene
ENSG00000236030	LINC01036	chr1	187061974	187329455	HGNC Symbol	lincRNA
ENSG00000231599	LINC01037	chr1	187412738	187446354	HGNC Symbol	lincRNA
ENSG00000219073	CELA3B	chr1	22303514	22325135	HGNC Symbol	protein_coding
ENSG00000136631	VPS45	chr1	150039369	150117505	HGNC Symbol	protein_coding
ENSG00000225462	FDPSP1	chr1	187532193	187533263	HGNC Symbol	pseudogene
ENSG00000236876	TMSB4XP1	chr1	42965876	42966067	HGNC Symbol	pseudogene
ENSG00000224081	LINC01057	chr1	95104017	95285837	HGNC Symbol	lincRNA
ENSG00000212230	RNU6-747P	chr1	243244458	243244561	HGNC Symbol	snRNA
ENSG00000200254	RNU6-536P	chr1	43034704	43034810	HGNC Symbol	snRNA
ENSG00000230426	ERVMER61-1	chr1	187610358	187612992	HGNC Symbol	lincRNA
ENSG00000224727	FCF1P7	chr1	243430559	243431421	HGNC Symbol	pseudogene
ENSG00000265201	MIR4677	chr1	243509478	243509557	HGNC Symbol	miRNA
ENSG00000232857	KATNBL1P2	chr1	95116100	95116934	HGNC Symbol	pseudogene
ENSG00000222240	RN7SKP156	chr1	188124970	188125311	HGNC Symbol	misc_RNA
ENSG00000226766	FABP7P1	chr1	243787968	243788358	HGNC Symbol	pseudogene
ENSG00000244433	PGBD4P7	chr1	95138474	95139717	HGNC Symbol	pseudogene
ENSG00000263526	MIR378G	chr1	95211416	95211456	HGNC Symbol	miRNA
ENSG00000117010	ZNF684	chr1	40997233	41013841	HGNC Symbol	protein_coding
ENSG00000228939	AKT3-IT1	chr1	243956507	243957702	HGNC Symbol	sense_intronic
ENSG00000142789	CELA3A	chr1	22328149	22339032	HGNC Symbol	protein_coding
ENSG00000244066	RN7SL148P	chr1	244267234	244267510	HGNC Symbol	misc_RNA
ENSG00000231022	RPS3AP9	chr1	188663451	188664242	HGNC Symbol	pseudogene
ENSG00000239475	HYDIN2	chr1	146310555	146349531	HGNC Symbol	pseudogene
ENSG00000117472	TSPAN1	chr1	46640745	46651630	HGNC Symbol	protein_coding
ENSG00000225401	TGIF2P1	chr1	244558278	244558962	HGNC Symbol	pseudogene
ENSG00000225099	ATP6V1E1P1	chr1	43368903	43369583	HGNC Symbol	pseudogene
ENSG00000226486	LINC01035	chr1	188874819	189006393	HGNC Symbol	lincRNA
ENSG00000271036	CLPTM1LP1	chr1	189005092	189005575	HGNC Symbol	pseudogene
ENSG00000227533	SLC2A1-AS1	chr1	43424720	43449029	HGNC Symbol	lincRNA
ENSG00000227735	CYCSP5	chr1	244761693	244761989	HGNC Symbol	pseudogene
ENSG00000207256	RNU6-880P	chr1	43457109	43457215	HGNC Symbol	snRNA
ENSG00000188206	HNRNPU-AS1	chr1	245003940	245018799	HGNC Symbol	antisense
ENSG00000252803	RNU6-870P	chr1	43489220	43489308	HGNC Symbol	snRNA
ENSG00000252553	RNA5SP73	chr1	189635279	189635386	HGNC Symbol	rRNA
ENSG00000199240	RNA5SP46	chr1	43662088	43662207	HGNC Symbol	rRNA
ENSG00000198198	SZT2	chr1	43855553	43918321	HGNC Symbol	protein_coding
ENSG00000244371	PFN1P8	chr1	146392310	146392852	HGNC Symbol	pseudogene
ENSG00000229372	SZT2-AS1	chr1	43913447	43914315	HGNC Symbol	antisense
ENSG00000229348	HYI-AS1	chr1	43919598	43922666	HGNC Symbol	antisense
ENSG00000201758	RN7SKP55	chr1	245107212	245107518	HGNC Symbol	misc_RNA
ENSG00000227242	NBPF13P	chr1	146490895	146596107	HGNC Symbol	pseudogene
ENSG00000252073	RNU6-947P	chr1	245118160	245118265	HGNC Symbol	snRNA
ENSG00000252282	RNU6-1089P	chr1	245186317	245186420	HGNC Symbol	snRNA
ENSG00000198520	C1orf228	chr1	45140364	45191263	HGNC Symbol	protein_coding
ENSG00000236200	KDM4A-AS1	chr1	44165436	44173809	HGNC Symbol	antisense
ENSG00000251754	RNU6-999P	chr1	245207230	245207334	HGNC Symbol	snRNA
ENSG00000201170	RNU1-132P	chr1	245297229	245297392	HGNC Symbol	snRNA
ENSG00000070831	CDC42	chr1	22379120	22419437	HGNC Symbol	protein_coding
ENSG00000200800	RNU1-130P	chr1	96691457	96691616	HGNC Symbol	snRNA
ENSG00000232793	DNAJC19P8	chr1	245446133	245446391	HGNC Symbol	pseudogene
ENSG00000198625	MDM4	chr1	204485511	204542871	HGNC Symbol	protein_coding
ENSG00000234422	UBE2WP1	chr1	96884150	96884489	HGNC Symbol	pseudogene
ENSG00000228020	HNRNPA1P46	chr1	191115155	191116091	HGNC Symbol	pseudogene
ENSG00000228502	EEF1A1P11	chr1	96912486	96913874	HGNC Symbol	pseudogene
ENSG00000252201	RNU6-1058P	chr1	44182138	44182227	HGNC Symbol	snRNA
ENSG00000201142	RNVU1-8	chr1	146551295	146551419	HGNC Symbol	snRNA
ENSG00000241992	RN7SL831P	chr1	97048765	97049081	HGNC Symbol	misc_RNA
ENSG00000234226	NDUFS5P2	chr1	97049973	97050290	HGNC Symbol	pseudogene
ENSG00000224751	SHMT1P1	chr1	44315972	44317283	HGNC Symbol	pseudogene
ENSG00000117016	RIMS3	chr1	41086351	41131329	HGNC Symbol	protein_coding
ENSG00000225222	CHCHD4P5	chr1	246342080	246342506	HGNC Symbol	pseudogene
ENSG00000137970	RPL7P9	chr1	97144430	97145176	HGNC Symbol	pseudogene
ENSG00000202184	RNU6-1283P	chr1	246352316	246352420	HGNC Symbol	snRNA
ENSG00000230184	SMYD3-IT1	chr1	246484965	246485740	HGNC Symbol	sense_intronic
ENSG00000223229	RN7SKP270	chr1	97161412	97161723	HGNC Symbol	misc_RNA
ENSG00000232878	DPYD-AS1	chr1	97561479	97788511	HGNC Symbol	antisense
ENSG00000180867	PDIA3P1	chr1	146649692	146651206	HGNC Symbol	pseudogene
ENSG00000232542	DPYD-IT1	chr1	97859710	97885697	HGNC Symbol	sense_intronic
ENSG00000228057	SEC63P1	chr1	98011257	98012514	HGNC Symbol	pseudogene
ENSG00000226128	RPL26P9	chr1	98051418	98051850	HGNC Symbol	pseudogene
ENSG00000226015	CCT8P1	chr1	146674857	146676513	HGNC Symbol	pseudogene
ENSG00000235777	DPYD-AS2	chr1	98262477	98263622	HGNC Symbol	antisense
ENSG00000231767	MIR4426	chr1	192685313	192685783	HGNC Symbol	pseudogene
ENSG00000225206	MIR137HG	chr1	98453556	98515419	HGNC Symbol	lincRNA
ENSG00000226653	OR13Z1P	chr1	146890777	146891610	HGNC Symbol	pseudogene
ENSG00000223075	RN7SKP126	chr1	192844816	192845115	HGNC Symbol	misc_RNA
ENSG00000271647	KRT8P47	chr1	44568978	44570375	HGNC Symbol	pseudogene
ENSG00000234871	LINC01032	chr1	192906430	192917387	HGNC Symbol	lincRNA
ENSG00000234473	ZNF101P2	chr1	192962579	192963807	HGNC Symbol	pseudogene
ENSG00000272443	OR13Z2P	chr1	146917312	146917866	HGNC Symbol	pseudogene
ENSG00000239560	RN7SL479P	chr1	44582772	44583069	HGNC Symbol	misc_RNA
ENSG00000272480	OR13Z3P	chr1	146953988	146954378	HGNC Symbol	pseudogene
ENSG00000223519	KIF28P	chr1	246935139	246993361	HGNC Symbol	pseudogene
ENSG00000234610	LINC00624	chr1	146986158	146989699	HGNC Symbol	lincRNA
ENSG00000221680	MIR1278	chr1	193105633	193105713	HGNC Symbol	miRNA
ENSG00000232077	LINC01031	chr1	193273875	193335083	HGNC Symbol	lincRNA
ENSG00000242379	RN7SL261P	chr1	147161375	147161681	HGNC Symbol	misc_RNA
ENSG00000233557	NFU1P2	chr1	98542556	98543024	HGNC Symbol	pseudogene
ENSG00000238037	OOSP1P1	chr1	44620700	44620973	HGNC Symbol	pseudogene
ENSG00000237213	RPL23AP22	chr1	193725945	193726397	HGNC Symbol	pseudogene
ENSG00000233602	ERI3-IT1	chr1	44709080	44709945	HGNC Symbol	sense_intronic
ENSG00000199385	RNU6-369P	chr1	44856394	44856495	HGNC Symbol	snRNA
ENSG00000263381	MIR5584	chr1	45011165	45011224	HGNC Symbol	miRNA
ENSG00000233057	EEF1A1P14	chr1	194158097	194159472	HGNC Symbol	pseudogene
ENSG00000199377	RNU5F-1	chr1	45187458	45187574	HGNC Symbol	snRNA
ENSG00000200169	RNU5D-1	chr1	45196727	45196842	HGNC Symbol	snRNA
ENSG00000223656	HMGB3P10	chr1	100163798	100164734	HGNC Symbol	pseudogene
